country,requirement
Pakistan,eTA/30 days
Sri Lanka,eTA/30 days
Albania,eVisa
Antigua and Barbuda,eVisa
Australia,eVisa
Bahamas,eVisa
Bahrain,eVisa
Bhutan,eVisa
Botswana,eVisa
Colombia,eVisa
Djibouti,eVisa
Ecuador,eVisa
Georgia,eVisa
Kazakhstan,eVisa
Kyrgyzstan,eVisa
Moldova,eVisa
Myanmar [Burma],eVisa
Oman,eVisa
Sao Tome and Principe,eVisa
South Sudan,eVisa
Tajikistan,eVisa
Malaysia,eVisa/14 days
India,eVisa/30 days
Iran,eVisa/30 days
Uzbekistan,eVisa/30 days
Congo (Dem. Rep.),eVisa/90 days
Ethiopia,eVisa/90 days
Gabon,eVisa/90 days
Malawi,eVisa/90 days
Angola,pre-visa on arrival
Seychelles,tourist registration/90 days
Jordan,visa on arrival
Mauritania,visa on arrival
Cambodia,visa on arrival / eVisa/30 days
Mozambique,visa on arrival / eVisa/30 days
Bolivia,visa on arrival / eVisa/90 days
Madagascar,visa on arrival / eVisa/90 days
Zambia,visa on arrival / eVisa/90 days
Burundi,visa on arrival/30 days
Lebanon,visa on arrival/30 days
Macao,visa on arrival/30 days
Maldives,visa on arrival/30 days
Nicaragua,visa on arrival/30 days
Palau,visa on arrival/30 days
Somalia,visa on arrival/30 days
Timor-Leste,visa on arrival/30 days
Tuvalu,visa on arrival/30 days
Saint Lucia,visa on arrival/42 days
Comoros,visa on arrival/45 days
Samoa,visa on arrival/90 days
Afghanistan,visa required
Algeria,visa required
Andorra,visa required
Argentina,visa required
Armenia,visa required
Austria,visa required
Azerbaijan,visa required
Belarus,visa required
Belgium,visa required
Bosnia and Herzegovina,visa required
Brazil,visa required
Brunei,visa required
Bulgaria,visa required
Cameroon,visa required
Canada,visa required
Central African Republic,visa required
Chad,visa required
Chile,visa required
China,visa required
Congo,visa required
Costa Rica,visa required
Croatia,visa required
Cuba,visa required
Cyprus,visa required
Czech Republic,visa required
Denmark,visa required
Dominican Republic,visa required
Egypt,visa required
El Salvador,visa required
Equatorial Guinea,visa required
Eritrea,visa required
Estonia,visa required
Finland,visa required
France,visa required
Germany,visa required
Greece,visa required
Guatemala,visa required
Honduras,visa required
Hong Kong,visa required
Hungary,visa required
Iceland,visa required
Indonesia,visa required
Iraq,visa required
Ireland,visa required
Israel,visa required
Italy,visa required
Japan,visa required
Kiribati,visa required
Kosovo,visa required
Kuwait,visa required
Laos,visa required
Latvia,visa required
Libya,visa required
Liechtenstein,visa required
Lithuania,visa required
Luxembourg,visa required
Malta,visa required
Marshall Islands,visa required
Mexico,visa required
Monaco,visa required
Mongolia,visa required
Montenegro,visa required
Morocco,visa required
Namibia,visa required
Nauru,visa required
Nepal,visa required
Netherlands,visa required
New Zealand,visa required
North Korea,visa required
North Macedonia,visa required
Norway,visa required
Palestinian Territories,visa required
Panama,visa required
Papua New Guinea,visa required
Paraguay,visa required
Peru,visa required
Poland,visa required
Portugal,visa required
Qatar,visa required
Romania,visa required
Russian Federation,visa required
San Marino,visa required
Saudi Arabia,visa required
Serbia,visa required
Slovakia,visa required
Slovenia,visa required
Solomon Islands,visa required
South Africa,visa required
South Korea,visa required
Spain,visa required
Sudan,visa required
Sweden,visa required
Switzerland,visa required
Syria,visa required
Taiwan,visa required
Thailand,visa required
Tonga,visa required
Tunisia,visa required
Turkmenistan,visa required
Türkiye,visa required
Ukraine,visa required
United Arab Emirates,visa required
United Kingdom,visa required
United States of America,visa required
Uruguay,visa required
Vatican City,visa required
Venezuela,visa required
Viet Nam,visa required
Yemen,visa required
Belize,visa-free
Burkina Faso,visa-free
Guinea,visa-free
Guinea-Bissau,visa-free
Jamaica,visa-free
Lesotho,visa-free
Liberia,visa-free
Mali,visa-free
Niger,visa-free
Nigeria,visa-free
Sierra Leone,visa-free
Tanzania,visa-free
Togo,visa-free
Trinidad and Tobago,visa-free
Cape Verde,visa-free (EASE)
Fiji,visa-free/120 days
Barbados,visa-free/180 days
Dominica,visa-free/180 days
Eswatini,visa-free/30 days
Micronesia,visa-free/30 days
Philippines,visa-free/30 days
Singapore,visa-free/30 days
Vanuatu,visa-free/30 days
Bangladesh,visa-free/90 days
Benin,visa-free/90 days
Cote d'Ivoire (Ivory Coast),visa-free/90 days
Gambia,visa-free/90 days
Grenada,visa-free/90 days
Guyana,visa-free/90 days
Haiti,visa-free/90 days
Kenya,visa-free/90 days
Mauritius,visa-free/90 days
Rwanda,visa-free/90 days
Saint Kitts and Nevis,visa-free/90 days
Senegal,visa-free/90 days
St. Vincent and the Grenadines,visa-free/90 days
Suriname,visa-free/90 days
Uganda,visa-free/90 days
Zimbabwe,visa-free/90 days
